Volcano_Number,Volcano_Name,Primary_Volcano_Type,Country,Region,Latitude,Longitude,Elevation,Tectonic_Setting,Evidence_Category,Major_Rock_Type
290260,Chirinkotan,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,48.9800,153.4800,724,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
290270,Ekarma,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,48.9580,153.9300,1170,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
290290,Sinarka,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,48.8730,154.1820,911,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
290300,Kharimkotan,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,49.1200,154.5080,1145,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
290310,Tao-Rusyr Caldera,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,49.3400,154.7250,1272,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
290320,Nemo Peak,Caldera,Russia,Northwest Pacific Volcanic Regions,49.5700,154.8080,1018,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
290331,Shirinki,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,50.2000,154.9800,761,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
290340,Fuss Peak,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,50.2670,155.2460,1742,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
290350,Karpinsky Group,Complex,Russia,Northwest Pacific Volcanic Regions,50.1480,155.3730,1326,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
290360,Chikurachki,Stratovolcano(es),Russia,Northwest Pacific Volcanic Regions,50.3240,155.4610,1781,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
290370,Vernadskii Ridge,Pyroclastic cone(s),Russia,Northwest Pacific Volcanic Regions,50.5500,155.9700,1183,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
290380,Ebeko,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,50.6860,156.0140,1103,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
290390,Alaid,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,50.8610,155.5650,2285,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300010,Kambalny,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,51.3060,156.8750,2116,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300021,Yavinsky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,51.5330,156.6290,646,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300022,Diky Greben,Lava dome(s),Russia,Northwest Pacific Volcanic Regions,51.4520,156.9780,1040,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
300023,Kurile Lake,Caldera,Russia,Northwest Pacific Volcanic Regions,51.4500,157.1200,81,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
300020,Koshelev,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,51.3560,156.7530,1822,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300030,Iliinsky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,51.4980,157.2030,1555,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300040,Zheltovsky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,51.5770,157.3280,1926,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300052,Olkoviy Volcanic Group,Volcanic field,Russia,Northwest Pacific Volcanic Regions,52.0200,157.5300,681,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
300053,Khodutka,Stratovolcano(es),Russia,Northwest Pacific Volcanic Regions,52.0620,157.7110,2039,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300058,Asacha,Complex,Russia,Northwest Pacific Volcanic Regions,52.3550,157.8270,1910,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
300059,Visokiy,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,52.4350,157.9332,1227,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
300050,Ksudach,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,51.8440,157.5720,1079,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300060,Mutnovsky,Complex,Russia,Northwest Pacific Volcanic Regions,52.4490,158.1960,2288,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300070,Gorely,Caldera,Russia,Northwest Pacific Volcanic Regions,52.5549,158.0358,1799,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300082,Tolmachev Dol,Pyroclastic cone(s),Russia,Northwest Pacific Volcanic Regions,52.6300,157.5800,1021,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300083,Vilyuchinsky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,52.7000,158.2800,2173,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300084,Barkhatnaya Sopka,Volcanic field,Russia,Northwest Pacific Volcanic Regions,52.8020,158.2400,874,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300080,Opala,Caldera,Russia,Northwest Pacific Volcanic Regions,52.5430,157.3390,2439,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300090,Koryaksky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,53.3210,158.7120,3430,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300100,Avachinsky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,53.2560,158.8360,2717,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300110,Dzenzursky,Compound,Russia,Northwest Pacific Volcanic Regions,53.6370,158.9220,2285,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
300121,Veer,Pyroclastic cone(s),Russia,Northwest Pacific Volcanic Regions,53.7525,158.4478,520,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300122,Kostakan,Pyroclastic cone(s),Russia,Northwest Pacific Volcanic Regions,53.8330,158.0520,1150,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300123,Bakening,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,53.9050,158.0700,2278,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300124,Zavaritsky,Pyroclastic cone(s),Russia,Northwest Pacific Volcanic Regions,53.9050,158.3850,1567,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300125,Akademia Nauk,Stratovolcano(es),Russia,Northwest Pacific Volcanic Regions,53.9800,159.4500,1180,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300120,Zhupanovsky,Compound,Russia,Northwest Pacific Volcanic Regions,53.5890,159.1500,2899,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300130,Karymsky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,54.0490,159.4430,1513,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300140,Maly Semyachik,Caldera,Russia,Northwest Pacific Volcanic Regions,54.1350,159.6740,1527,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300150,Bolshoi Semiachik,Stratovolcano(es),Russia,Northwest Pacific Volcanic Regions,54.3200,160.0200,1720,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300160,Taunshits,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,54.5280,159.8040,2301,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300170,Uzon,Caldera(s),Russia,Northwest Pacific Volcanic Regions,54.4885,159.9741,1617,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300180,Kikhpinych,Stratovolcano(es),Russia,Northwest Pacific Volcanic Regions,54.4890,160.2510,1515,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300190,Krasheninnikov,Caldera,Russia,Northwest Pacific Volcanic Regions,54.5960,160.2700,1816,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300200,Kronotsky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,54.7530,160.5330,3482,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300210,Gamchen,Complex,Russia,Northwest Pacific Volcanic Regions,54.9740,160.7030,2539,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300221,Vysoky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,55.0640,160.7650,2129,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300220,Komarov,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,55.0330,160.7250,2065,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300230,Kizimen,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,55.1310,160.3200,2334,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300241,Udina,Stratovolcano(es),Russia,Northwest Pacific Volcanic Regions,55.7580,160.5270,2886,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
300242,Zimina,Stratovolcano(es),Russia,Northwest Pacific Volcanic Regions,55.8620,160.6030,3057,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
300240,Tolbachik,Shield,Russia,Northwest Pacific Volcanic Regions,55.8320,160.3260,3611,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300251,Kamen,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,56.0200,160.5930,4585,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
300250,Bezymianny,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,55.9720,160.5950,2882,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300261,Ushkovsky,Compound,Russia,Northwest Pacific Volcanic Regions,56.1130,160.5090,3943,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300260,Klyuchevskoy,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,56.0560,160.6420,4754,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300271,Piip,Stratovolcano,Russia,North America Volcanic Regions,55.4200,167.3300,-300,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Dacite
300272,Khangar,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,54.7610,157.4070,1967,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
300273,Cherpuk Group,Pyroclastic cone(s),Russia,Northwest Pacific Volcanic Regions,55.5500,157.4700,1868,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300270,Sheveluch,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,56.6530,161.3600,3283,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
300280,Ichinsky,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,55.6780,157.7180,3596,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
300360,Bolshoi-Kekuknaysky,Shield(s),Russia,Northwest Pacific Volcanic Regions,56.4830,157.9170,1401,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300450,Alney-Chashakondzha,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,56.6560,159.6470,2570,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300511,Shisheika,Lava dome,Russia,Northwest Pacific Volcanic Regions,57.1530,161.0900,355,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300512,Terpuk,Shield,Russia,Northwest Pacific Volcanic Regions,57.2000,159.8300,765,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300520,Sedanka Lava Field,Volcanic field,Russia,Northwest Pacific Volcanic Regions,57.3170,160.0670,1399,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300550,Gorny Institute,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,57.3300,160.2000,2125,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300551,Kinenin,Maar,Russia,Northwest Pacific Volcanic Regions,57.3500,160.9700,583,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300552,Bliznetsy,Lava cone,Russia,Northwest Pacific Volcanic Regions,57.3500,161.3700,265,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
300560,Titila,Shield(s),Russia,Northwest Pacific Volcanic Regions,57.4060,160.1080,1523,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300590,Elovsky,Shield(s),Russia,Northwest Pacific Volcanic Regions,57.5500,160.5300,1381,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300650,Nylgimelkin,Shield(s),Russia,Northwest Pacific Volcanic Regions,57.9700,160.6500,1764,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300671,Spokoiny,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,58.1300,160.8200,2171,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
300680,Ostry,Stratovolcano,Russia,Northwest Pacific Volcanic Regions,58.1800,160.8200,2552,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
300700,Severny,Shield,Russia,Northwest Pacific Volcanic Regions,58.2800,160.8700,1936,Subduction zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
302030,Udokan Plateau,Volcanic field,Russia,Eastern Asia Volcanic Regions,56.2800,117.7700,2180,Rift zone / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
302040,Vitim Volcanic Field,Volcanic field,Russia,Eastern Asia Volcanic Regions,53.7500,113.2500,1250,Unknown,Evidence Credible,Basalt / Picro-Basalt
302050,Tunkin Depression,Volcanic field,Russia,Eastern Asia Volcanic Regions,51.5000,102.5000,1200,Rift zone / Continental crust (> 25 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite
302060,Jom-Bolok,Volcanic field,Russia,Eastern Asia Volcanic Regions,52.7130,99.0210,2047,Rift zone / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
302070,Azas Plateau,Volcanic field,Russia,Eastern Asia Volcanic Regions,52.4330,98.3030,2765,Rift zone / Continental crust (> 25 km),Evidence Credible,Trachybasalt / Tephrite Basanite
303010,Taryatu-Chulutu,Volcanic field,Mongolia,Eastern Asia Volcanic Regions,48.1330,99.9500,2326,Intraplate / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
303020,Khanuy Gol,Volcanic field,Mongolia,Eastern Asia Volcanic Regions,48.6700,102.7500,1886,Intraplate / Continental crust (> 25 km),Evidence Credible,Trachyandesite / Basaltic Trachyandesite
303040,Dariganga Volcanic Field,Volcanic field,Mongolia,Eastern Asia Volcanic Regions,45.7540,114.2790,1778,Intraplate / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
304030,Ashikule Volcanic Field,Volcanic field,China,Eastern Asia Volcanic Regions,35.7420,81.6460,5090,Intraplate / Continental crust (> 25 km),Eruption Observed,Trachyte / Trachydacite
305010,Honggeertu,Volcanic field,China,Eastern Asia Volcanic Regions,41.5900,113.1110,1605,Intraplate / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
305011,Arxan-Chaihe,Volcanic field,China,Eastern Asia Volcanic Regions,47.4500,120.8000,1677,Intraplate / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
305020,Keluo Group,Volcanic field,China,Eastern Asia Volcanic Regions,49.3700,125.9200,670,Intraplate / Continental crust (> 25 km),Evidence Credible,Trachybasalt / Tephrite Basanite
305030,Wudalianchi,Volcanic field,China,Eastern Asia Volcanic Regions,48.7220,126.1500,597,Intraplate / Continental crust (> 25 km),Eruption Observed,Trachybasalt / Tephrite Basanite
305040,Jingpohu,Volcanic field,China,Eastern Asia Volcanic Regions,44.0800,128.8300,1000,Intraplate / Continental crust (> 25 km),Eruption Dated,Trachybasalt / Tephrite Basanite
305050,Longgang Group,Volcanic field,China,Eastern Asia Volcanic Regions,42.3300,126.5000,1000,Intraplate / Continental crust (> 25 km),Eruption Dated,Basalt / Picro-Basalt
305060,Changbaishan,Stratovolcano,China-North Korea,Eastern Asia Volcanic Regions,41.9800,128.0800,2744,Intraplate / Continental crust (> 25 km),Eruption Observed,Trachyte / Trachydacite
306020,Ch'uga-ryong,Shield,North Korea-South Korea,Eastern Asia Volcanic Regions,38.3300,127.3300,452,Intraplate / Continental crust (> 25 km),Evidence Uncertain,Basalt / Picro-Basalt
306030,Ulleungdo,Stratovolcano,South Korea,Eastern Asia Volcanic Regions,37.5000,130.8700,984,Intraplate / Continental crust (> 25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite
306040,Halla,Shield,South Korea,Eastern Asia Volcanic Regions,33.3610,126.5300,1919,Intraplate / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
311010,Buldir,Stratovolcano,United States,North America Volcanic Regions,52.3500,175.9110,656,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain,Basalt / Picro-Basalt
311020,Kiska,Stratovolcano,United States,North America Volcanic Regions,52.1030,177.6020,1220,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311030,Segula,Stratovolcano,United States,North America Volcanic Regions,52.0150,178.1360,1160,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite
311040,Davidof,Stratovolcano,United States,North America Volcanic Regions,51.9700,178.3300,328,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain,No Data (checked)
311050,Little Sitkin,Stratovolcano,United States,North America Volcanic Regions,51.9500,178.5430,1174,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311060,Semisopochnoi,Stratovolcano,United States,North America Volcanic Regions,51.9300,179.5800,1221,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt
311070,Gareloi,Stratovolcano,United States,North America Volcanic Regions,51.7900,-178.7940,1573,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt
311080,Tanaga,Stratovolcano(es),United States,North America Volcanic Regions,51.8850,-178.1460,1806,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt
311090,Takawangha,Stratovolcano,United States,North America Volcanic Regions,51.8730,-178.0060,1449,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Basalt / Picro-Basalt
311100,Bobrof,Stratovolcano,United States,North America Volcanic Regions,51.9100,-177.4380,738,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain,Basalt / Picro-Basalt
311110,Kanaga,Stratovolcano,United States,North America Volcanic Regions,51.9230,-177.1680,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311111,Moffett,Stratovolcano,United States,North America Volcanic Regions,51.9440,-176.7470,1196,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Andesite / Basaltic Andesite
311120,Great Sitkin,Stratovolcano,United States,North America Volcanic Regions,52.0760,-176.1300,1740,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311130,Kasatochi,Stratovolcano,United States,North America Volcanic Regions,52.1770,-175.5080,314,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt
311140,Koniuji,Stratovolcano,United States,North America Volcanic Regions,52.2200,-175.1300,273,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Andesite / Basaltic Andesite
311160,Atka Volcanic Complex,Stratovolcano(es),United States,North America Volcanic Regions,52.3310,-174.1390,1518,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt
311180,Seguam,Stratovolcano(es),United States,North America Volcanic Regions,52.3150,-172.5100,1054,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311190,Amukta,Stratovolcano,United States,North America Volcanic Regions,52.5000,-171.2520,1066,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311200,Chagulak,Stratovolcano,United States,North America Volcanic Regions,52.5770,-171.1300,1142,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite
311210,Yunaska,Shield,United States,North America Volcanic Regions,52.6394,-170.6317,550,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311220,Herbert,Stratovolcano,United States,North America Volcanic Regions,52.7420,-170.1110,1280,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite
311230,Carlisle,Stratovolcano,United States,North America Volcanic Regions,52.8940,-170.0540,1620,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311240,Cleveland,Stratovolcano,United States,North America Volcanic Regions,52.8250,-169.9440,1730,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311241,Tana,Stratovolcano(es),United States,North America Volcanic Regions,52.8300,-169.7700,1170,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Rhyolite
311250,Uliaga,Stratovolcano,United States,North America Volcanic Regions,53.0650,-169.7700,888,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,No Data (checked)
311260,Kagamil,Stratovolcano,United States,North America Volcanic Regions,52.9740,-169.7200,893,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,No Data (checked)
311270,Vsevidof,Stratovolcano,United States,North America Volcanic Regions,53.1300,-168.6930,2149,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311280,Recheschnoi,Stratovolcano,United States,North America Volcanic Regions,53.1570,-168.5390,1984,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Andesite / Basaltic Andesite
311290,Okmok,Shield,United States,North America Volcanic Regions,53.4300,-168.1300,1073,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt
311300,Bogoslof,Stratovolcano,United States,North America Volcanic Regions,53.9300,-168.0300,150,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Trachyandesite / Basaltic Trachyandesite
311310,Makushin,Stratovolcano,United States,North America Volcanic Regions,53.8910,-166.9230,1800,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite
311320,Akutan,Stratovolcano,United States,North America Volcanic Regions,54.1340,-165.9860,1303,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt
311340,Westdahl,Stratovolcano?,United States,North America Volcanic Regions,54.5160,-164.6500,1563,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
311350,Fisher,Stratovolcano,United States,North America Volcanic Regions,54.6500,-164.4300,1112,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
311360,Shishaldin,Stratovolcano,United States,North America Volcanic Regions,54.7560,-163.9700,2857,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
311380,Roundtop,Stratovolcano,United States,North America Volcanic Regions,54.8000,-163.5890,1871,Subduction zone / Continental crust (> 25 km),Eruption Dated,Rhyolite
311390,Amak,Stratovolcano,United States,North America Volcanic Regions,55.4184,-163.1472,547,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
312010,Frosty,Stratovolcano(es),United States,North America Volcanic Regions,55.0670,-162.8350,1728,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
312011,Dutton,Stratovolcano,United States,North America Volcanic Regions,55.1830,-162.2760,1465,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
312020,Emmons Lake Volcanic Center,Caldera,United States,North America Volcanic Regions,55.3519,-162.0445,1534,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
312030,Pavlof,Stratovolcano,United States,North America Volcanic Regions,55.4170,-161.8940,2493,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
312040,Pavlof Sister,Stratovolcano,United States,North America Volcanic Regions,55.4570,-161.8540,2142,Subduction zone / Continental crust (> 25 km),Evidence Credible,Basalt / Picro-Basalt
312050,Dana,Stratovolcano,United States,North America Volcanic Regions,55.6410,-161.2140,1354,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
312060,Kupreanof,Stratovolcano,United States,North America Volcanic Regions,56.0110,-159.7970,1895,Subduction zone / Continental crust (> 25 km),Evidence Uncertain,Andesite / Basaltic Andesite
312070,Veniaminof,Stratovolcano,United States,North America Volcanic Regions,56.1700,-159.3800,2507,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
312080,Black Peak,Stratovolcano,United States,North America Volcanic Regions,56.5520,-158.7850,1032,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
312090,Aniakchak,Caldera,United States,North America Volcanic Regions,56.8800,-158.1700,1341,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
312100,Yantarni,Stratovolcano,United States,North America Volcanic Regions,57.0190,-157.1850,1345,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
312110,Chiginagak,Stratovolcano,United States,North America Volcanic Regions,57.1350,-156.9900,2221,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
312120,Kialagvik,Stratovolcano,United States,North America Volcanic Regions,57.2030,-156.7450,1677,Subduction zone / Continental crust (> 25 km),Evidence Credible,Andesite / Basaltic Andesite
312130,Ugashik-Peulik,Stratovolcano,United States,North America Volcanic Regions,57.7510,-156.3680,1474,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
312131,Ukinrek Maars,Maar(s),United States,North America Volcanic Regions,57.8344,-156.5203,91,Subduction zone / Continental crust (> 25 km),Eruption Observed,Basalt / Picro-Basalt
312132,Unnamed,Lava dome,United States,North America Volcanic Regions,57.8700,-155.4110,402,Subduction zone / Continental crust (> 25 km),Evidence Credible,No Data (checked)
312140,Martin,Stratovolcano,United States,North America Volcanic Regions,58.1720,-155.3610,1863,Subduction zone / Continental crust (> 25 km),Eruption Dated,Dacite
312150,Mageik,Stratovolcano,United States,North America Volcanic Regions,58.1950,-155.2530,2165,Subduction zone / Continental crust (> 25 km),Eruption Dated,Andesite / Basaltic Andesite
312160,Trident,Stratovolcano,United States,North America Volcanic Regions,58.2360,-155.1000,1864,Subduction zone / Continental crust (> 25 km),Eruption Observed,Andesite / Basaltic Andesite
